OBJECTID,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Groups_With_Access_Code,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Charging_Outlets,EV_Network,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Open_Date,EV_Connector_Types,Facility_Type,EV_Pricing
663,Home2 Suites by Hilton Rock Hill - Tesla Destination,1285 Old Springdale Rd,Rock Hill,SC,29730,803-980-6000  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,4,,4,Tesla Destination,200-8,34.936798,-80.964888,2019-09-30 0:00:00,115552,2017-09-01 0:00:00,J1772 TESLA,HOTEL,Free
664,Courtyard by Marriott Rock Hill - Tesla Destination,1300 River Run Ct,Rock Hill,SC,29732,803-324-1400  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,5,,5,Tesla Destination,200-9,34.978336,-80.989553,2019-09-30 0:00:00,115553,2018-11-01 0:00:00,J1772 TESLA,HOTEL,Free
665,The Pump House Restaurant - Tesla Destination,575 Herrons Ferry Rd,Rock Hill,SC,29732,803-329-8888  877-798-3752,Public,24 hours daily,,5,,5,Tesla Destination,200-9,34.984891,-80.973701,2019-09-30 0:00:00,115554,2016-04-01 0:00:00,TESLA,RESTAURANT,Free
666,Shuler's Bar-B-Que - Tesla Destination,419 Hwy 38,Sellers,SC,29592,843-752-4700  877-798-3752,Public,24 hours daily; for customer use only,,1,,1,Tesla Destination,GPS,34.312196,-79.477929,2019-09-30 0:00:00,115555,2018-11-01 0:00:00,TESLA,RESTAURANT,Free
667,AC Marriott Spartanburg - Tesla Destination,225 Main St,Spartanburg,SC,29306,864-585-8900  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,3,,3,Tesla Destination,200-8,34.991891,-81.84106,2019-09-30 0:00:00,115556,2018-11-01 0:00:00,J1772 TESLA,HOTEL,Free
668,Ramada Walterboro - Tesla Destination,1245 Sniders Hwy,Walterboro,SC,29488,843-538-5403  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,32.87911,-80.710618,2019-09-30 0:00:00,115557,2017-09-01 0:00:00,J1772 TESLA,HOTEL,Free
669,FAIRFIELD ELKIN,640 NC-268 Bypass,Elkin,NC,28621,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.2796909,-80.8236666,2020-06-17 0:00:00,116828,,J1772,,Free
670,FAIRFIELD ELKIN,NC-268 Bypass,Elkin,NC,28621,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.2795831,-80.8236888,2020-06-17 0:00:00,116829,,J1772,,Free
671,S MAIN STATION,333 S Main St,Lexington,NC,27292,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8213563,-80.2561608,2020-06-17 0:00:00,116843,,J1772,,Free
672,HONDASOUTHPOINT,1001 Southpoint Autopark Blvd,Durham,NC,27713,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.906936,-78.954178,2020-06-17 0:00:00,116939,,J1772,,Free
673,WHOLE FOODS MKT,6610 Fairview Rd,Charlotte,NC,28210,888-758-4389,Public,24 hours daily,,3,,3,ChargePoint Network,200-9,35.147235,-80.830397,2020-06-17 0:00:00,117021,,J1772,,Free
674,WHOLE FOODS MKT,8710 Six Forks Rd,Raleigh,NC,27615,888-758-4389,Public,24 hours daily,,3,,3,ChargePoint Network,200-9,35.898899,-78.650239,2020-06-17 0:00:00,117049,,J1772,,Free
675,HIGHWOODS,1000 Centregreen Way,Cary,NC,27513,888-758-4389,Public,24 hours daily,,6,,6,ChargePoint Network,200-9,35.82713,-78.797632,2020-06-17 0:00:00,117060,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour"
676,HIGHWOODS,4025 Centregreen Way,Cary,NC,27513,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8264936,-78.7948943,2020-06-17 0:00:00,117062,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour"
677,BUILDINGB1,Ingersoll-Rand Rd Building A Lot,Davidson,NC,28036,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5137133,-80.8472559,2020-06-17 0:00:00,117152,,J1772,,Free
678,HOTELBELLAGRACE,115 Calhoun St,Charleston,SC,29401,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,32.7870954,-79.9329104,2020-06-17 0:00:00,117158,,J1772,,Free
679,HENDRICK SBLVD,8901 South Blvd,Charlotte,NC,28273,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-9,35.116514,-80.882152,2020-06-17 0:00:00,117333,,J1772,,Free
680,BLOWING ROCK,333 Wallingford Rd,Blowing Rock,NC,28605,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.1329453,-81.6797377,2020-06-17 0:00:00,117633,,J1772,,$5 per session
681,MJM GROUP,5110 Trojan Dr,Charlotte,NC,28278,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.1647489,-80.9725767,2020-06-17 0:00:00,117778,,J1772,,Free
682,FAYETTEVILLE NC,325 Franklin Street,Fayetteville,NC,28301,888-758-4389,Public,24 hours daily,1,1,,2,ChargePoint Network,GPS,35.0518437,-78.8818608,2020-06-17 0:00:00,118051,,J1772 NEMA520,,Free
683,GATEWAY PARK,115 Depot St Historical Mint Park,Salisbury,NC,28144,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.6663615,-80.4675324,2020-06-17 0:00:00,118205,,J1772,,Free
684,BASF,2 TW Alexander Dr,Durham,NC,27709,888-758-4389,Public,24 hours daily,,8,,8,ChargePoint Network,200-8,35.925129,-78.864765,2020-06-17 0:00:00,118507,,J1772,,Free
685,SERVICE DR.,3630 Old Raleigh Rd,Cary,NC,27511,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.737083,-78.811109,2020-06-17 0:00:00,118887,,J1772,,Free
686,METLIFE,201 Metlife Way,Cary,NC,27513,888-758-4389,Public,24 hours daily,,16,,16,ChargePoint Network,200-9,35.830019,-78.799133,2020-06-17 0:00:00,118914,,J1772,,Free
687,Capital Ford,5411 N Tryon St,Charlotte,NC,28213,844-242-1515,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.261309,-80.776713,2019-04-08 0:00:00,118968,2019-03-01 0:00:00,J1772,CAR_DEALER,
688,RALEIGH STATION,4005 Capital Hills Dr,Raleigh,NC,27616,888-758-4389,Public,24 hours daily,,5,2,7,ChargePoint Network,200-9,35.88656,-78.56933,2020-06-17 0:00:00,119005,,J1772 J1772COMBO,,Free
689,CIGAR FACTORY,701 E Bay,Charleston,SC,29403,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,32.7983323,-79.9353453,2020-06-17 0:00:00,119027,,J1772,,$1.25 per hour
690,METLIFE,101 Metlife Way,Cary,NC,27513,888-758-4389,Public,24 hours daily,,16,,16,ChargePoint Network,200-8,35.828631,-78.799967,2020-06-17 0:00:00,119031,,J1772,,Free
691,HENDRICKCONCORD,10037 Weddington Rd Ext.,Concord,NC,28027,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.3789229,-80.6999791,2020-06-17 0:00:00,119033,,J1772,,Free
692,HENDRICKCONCORD,7650 Bruton Smith Blvd,Concord,NC,28027,888-758-4389,Public,24 hours daily,,3,,3,ChargePoint Network,200-8,35.363571,-80.705009,2020-06-17 0:00:00,119034,,J1772,,Free
693,City of Shelby,126 W Marion St,Shelby,NC,28150,704-484-6866,Public,24 hours daily,,1,,1,Non-Networked,GPS,35.29263,-81.541347,2019-04-08 0:00:00,120910,2015-07-01 0:00:00,J1772,MUNI_GOV,Free
694,Hendersonville Community Co-op,60 S Charleston Ln,Hendersonville,NC,28792,828-693-0505,Public,"7am-9pm M-Sat, 8am-8pm Sun",,4,,4,Non-Networked,GPS,35.305269,-82.44885,2019-04-08 0:00:00,120914,2019-01-01 0:00:00,J1772,COOP,
695,COCPARKING,80 Union St S,Concord,NC,28025,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4085492,-80.5799139,2020-06-17 0:00:00,120970,,J1772,,Free
696,CITY OF ELIZABE,707 E Fearing St,Elizabeth City,NC,27909,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.2987868,-76.2187094,2020-06-17 0:00:00,120977,,J1772,,$1 per hour
697,SPG,3000 Bluebird Lane,Mebane,NC,27302,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0634662,-79.2998859,2020-06-17 0:00:00,120999,,J1772,,Free
698,"CHARLOTTE, NC",301 N Tryon St,Charlotte,NC,28202,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2292981,-80.8408062,2020-06-17 0:00:00,121009,,J1772,,Free
699,FOUR COUNTY EMC,1822 NC-53 West,Burgaw,NC,28425,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.5456315,-77.9540393,2020-06-17 0:00:00,121052,,J1772,,Free
700,SERVICECHARGER,242 Underwood Rd,Fletcher,NC,28732,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.4409068,-82.5338528,2020-06-17 0:00:00,121106,,J1772,,Free
701,WHOLE FOODS MKT,5055 Arco Street,Cary,NC,27519,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8333973,-78.8823858,2020-06-17 0:00:00,121242,,J1772,,Free
702,INDIGO STATION,1805 Shoremeade Rd,Mount Pleasant,SC,29464,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,32.8327186,-79.8323216,2020-06-17 0:00:00,121247,,J1772,,"$0.25 per kWh, $4 per session"
703,COMPUCOM,8106 calvin hall rd,"Indian Land, South Carolina",SC,29707,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.9947998,-80.8714906,2020-06-17 0:00:00,121296,,J1772,,Free
704,COMPUCOM,8106 calvin hall rd,Indian Land,SC,29707,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,34.998808,-80.870538,2020-06-17 0:00:00,121297,,J1772,,Free
705,Residence Inn & Courtyard - Charlotte North,9110 Harris Corners Pkwy,Charlotte,NC,28208,704-719-9444,Public,24 hours daily; for guest use only,,2,,2,Non-Networked,200-9,35.344936,-80.842227,2019-05-09 0:00:00,121301,2018-11-01 0:00:00,J1772,HOTEL,Free
706,Parks Chevrolet Charlotte,8530 Ikea Blvd,Charlotte,NC,28262,704-227-5851,Public - Call ahead,Dealership business hours,,2,,2,Non-Networked,GPS,35.28959292,-80.76429419,2019-06-06 0:00:00,121303,2019-04-01 0:00:00,J1772,CAR_DEALER,
707,University of North Carolina Charlotte - CRI Deck 1,9100 Robert D. Snyder Rd,Charlotte,NC,28223,704-687-0161,Public,Garage business hours,,8,,8,Non-Networked,200-9,35.309767,-80.744669,2019-05-09 0:00:00,121304,2016-01-01 0:00:00,J1772,COLLEGE_CAMPUS,
708,University of North Carolina Charlotte - South Village Parking Deck,8908 Cameron Blvd,Charlotte,NC,28223,704-687-0161,Public,Garage business hours,,8,,8,Non-Networked,200-8,35.30438,-80.736847,2019-05-09 0:00:00,121305,2016-01-01 0:00:00,J1772,COLLEGE_CAMPUS,
709,University of North Carolina Charlotte - East Deck 3,9201 University City Blvd,Charlotte,NC,28213,704-687-0161,Public,Garage business hours,,4,,4,Non-Networked,200-9,35.302085,-80.731393,2019-05-09 0:00:00,121306,2016-01-01 0:00:00,J1772,COLLEGE_CAMPUS,
710,Glenwood Acres RV Park,4632 Delrae Cir,Concord,NC,28027,704-455-9282,Public,"9am-5pm M-F, 10am-5pm Sat, 12pm-5pm Sun",2,,,2,Non-Networked,200-9,35.351959,-80.69282,2019-06-06 0:00:00,121307,2019-04-01 0:00:00,NEMA1450,RV_PARK,$10 per session
711,Keffer Chrysler Jeep Dodge Ram,8214 E Independence Blvd,Charlotte,NC,28227,877-426-0070,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.152137,-80.729776,2019-06-06 0:00:00,121308,2019-04-01 0:00:00,J1772,CAR_DEALER,
712,Publix #1518,4425 Randolph Rd,Charlotte,NC,28211,704-367-5208,Public,7am-10pm daily,,4,,4,Non-Networked,200-9,35.177786,-80.799739,2019-05-09 0:00:00,121309,2019-04-01 0:00:00,J1772,GROCERY,
713,Sterling Services,3372 Smith Farm Rd,Matthews,NC,28104,704-821-3300,Public,24 hours daily; priority for employee use,,1,,1,Non-Networked,200-9,35.086503,-80.678455,2019-05-09 0:00:00,121310,2019-04-01 0:00:00,J1772,SHOPPING_CENTER,
714,Sweet Union Brewing,13717 E Independence Blvd,Indian Trail,NC,28079,704-628-5211,Public,24 hours W-Sun; free for customers,,1,,1,Non-Networked,GPS,35.08615944,-80.65983159,2019-05-09 0:00:00,121311,2017-05-01 0:00:00,J1772,BREWERY_DISTILLERY_WINERY,
715,Indian Trail Chrysler Dodge Jeep Ram,5501 W Highway 74,Monroe,NC,28110,704-220-4370,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.058525,-80.632095,2019-06-06 0:00:00,121312,2017-10-01 0:00:00,J1772,CAR_DEALER,
716,Whole Foods Market,7221 Waverly Walk Ave,Charlotte,NC,28277,980-213-2400,Public,7am-10pm daily,,4,,4,Non-Networked,200-9,35.05123,-80.766313,2020-04-08 0:00:00,121313,2017-05-01 0:00:00,J1772,GROCERY,Free
717,ADMIN COMPLEX,832 North Carolina Hwy 58,Trenton,NC,28585,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.0436537,-77.352303,2020-06-17 0:00:00,121551,,J1772,,Free
718,ADMIN COMPLEX,418 North Carolina Hwy 58,Trenton,NC,28585,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.0677504,-77.3630208,2020-06-17 0:00:00,121552,,J1772,,Free
719,High Point Public Library,901 N Main St,High Point,NC,27262,855-885-9571,Public,24 hours daily,,1,,1,OpConnect,200-9,35.966146,-80.01336,2019-05-09 0:00:00,121644,2019-04-01 0:00:00,J1772,LIBRARY,$2.10 per hour
720,Publix #1599,10 Westedge St,Charleston,SC,29403,843-720-7000,Public,Store business hours; for customer use only,,2,,2,Non-Networked,GPS,32.786682,-79.95657,2020-02-06 0:00:00,121653,2019-03-13 0:00:00,J1772,GROCERY,Free
721,Walmart 2256 Henderson,200 N Cooper Drive,Henderson,NC,27536,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,36.334674,-78.442161,2020-06-17 0:00:00,121801,,CHADEMO J1772COMBO,,
722,"Sheetz 504 (Rocky Mount, NC)",157 N Old Carriage Road,Rocky Mount,NC,27804,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,35.97208,-77.895654,2020-06-17 0:00:00,121806,,CHADEMO J1772COMBO,,
723,"Walmart 5254 - Wake Forest, NC",2114 S. Main St.,Wake Forest,NC,27587,833-632-2778,Public,24 hours daily,,1,3,4,Electrify America,GPS,35.951539,-78.533981,2020-06-17 0:00:00,121807,,CHADEMO J1772 J1772COMBO,,
724,Pleasant Valley Promenade,6204 Glenwood Ave,Raleigh,NC,27612,833-632-2778,Public,24 hours daily,,,6,6,Electrify America,GPS,35.857314,-78.703585,2020-06-17 0:00:00,121809,,CHADEMO J1772COMBO,,
725,"Sam's Club 6452 (Asheville, NC)",645 Patton Ave.,Asheville,NC,28806,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,35.591191,-82.581595,2020-06-17 0:00:00,121812,,CHADEMO J1772COMBO,,
726,Walmart 630 Florence,230 N Beltline Drive,Florence,SC,29501,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,34.192807,-79.822821,2020-06-17 0:00:00,121823,,CHADEMO J1772COMBO,,
727,"Walmart 1358 - Walterboro, SC",2110 Bells Highway,Walterboro,SC,29488,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,32.933198,-80.689324,2020-06-17 0:00:00,121832,,CHADEMO J1772COMBO,,
728,Hampton Inn - Benson,100 Water Pl Landing,Benson,NC,27504,919-701-8000  866-816-7584,Public,24 hours daily; for guest use only; see front desk for access,,1,,1,EV Connect,GPS,35.374273,-78.54178,2020-04-08 0:00:00,121862,2019-04-01 0:00:00,J1772,HOTEL,
729,CITY OF DURHAM,105 W Morgan St,Durham,NC,27701,888-758-4389,Public,24 hours daily,,6,,6,ChargePoint Network,200-9,35.997667,-78.898857,2020-06-17 0:00:00,122216,,J1772,,Free
730,Holiday Inn Express - Plymouth - Tesla Supercharger,840 U.S. 64,Plymouth,NC,27962,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-8,35.8506,-76.7561,2020-05-01 0:00:00,122272,2019-03-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
731,Hyatt Place Chapel Hill Southern Village - Tesla Destination,1090 US Hwy 15 501 S,Chapel Hill,NC,27517,919-929-9511  877-798-3752,Public,24 hours daily; for customer use only,,3,,3,Tesla Destination,200-8,35.902408,-79.032347,2019-09-30 0:00:00,122499,2019-03-01 0:00:00,J1772 TESLA,,Free
732,237 S Tryon St Garage - Tesla Destination,237 S Tryon St,Charlotte,NC,28202,704-375-6014  877-798-3752,Public,24 hours daily,,6,,6,Tesla Destination,200-8,35.225958,-80.844521,2019-09-30 0:00:00,122500,2019-03-01 0:00:00,J1772 TESLA,,Free
733,Home2 Suites by Hilton Columbia Harbison - Tesla Destination,550 Columbiana Dr,Columbia,SC,29212,803-766-0600  877-798-3752,Public,24 hours daily; for customer use only,,2,,2,Tesla Destination,200-9,34.089966,-81.167883,2019-09-30 0:00:00,122542,2019-03-01 0:00:00,TESLA,,Free
734,Homewood Suites by Hilton Hotel Florence - Tesla Destination,3450 W Radio Dr,Florence,SC,29501,843-407-1600  877-798-3752,Public,24 hours daily; for customer use only,,2,,2,Tesla Destination,200-8,34.186586,-79.844628,2019-09-30 0:00:00,122543,2019-03-01 0:00:00,TESLA,,Free
735,WINSTON-SALEM,171 4th Street East Inside Parking Deck,Winston-Salem,NC,27101,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0991115,-80.2426653,2020-06-17 0:00:00,122662,,J1772,,Free
736,WINSTON-SALEM,E Salem Ave at South Main St Parking Lot,Winston-Salem,NC,27101,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0823302,-80.2406575,2020-06-17 0:00:00,122664,,J1772,,Free
737,"Walmart 1155 (Lumberton, NC)",5070 Fayetteville Road .,Lumberton,NC,28358,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,34.665058,-79.006662,2020-06-17 0:00:00,122719,,CHADEMO J1772COMBO,,
738,"Walmart 1164 - Columbia, SC",360 Harbison Blvd,Columbia,SC,29212,833-632-2778,Public,24 hours daily,,,3,3,Electrify America,GPS,34.075111,-81.152246,2020-06-17 0:00:00,122778,,CHADEMO J1772COMBO,,
739,IRC EV 1,18 Wilborn Rd,Hilton Head Island,SC,29926,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,32.2196585,-80.7336061,2020-06-17 0:00:00,122875,,J1772,,Free
740,"Target T1829 - N Charleston, SC",7250 Rivers Ave,North Charleston,SC,29406,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,32.935257,-80.037095,2020-06-17 0:00:00,122985,,CHADEMO J1772COMBO,,
741,N. TRADE AVENUE,110 S 562,Landrum,SC,29356,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.1751854,-82.1891392,2020-06-17 0:00:00,122995,,J1772,,Free
742,Captrust Tower,4208 Six Forks Rd,Raleigh,NC,27609,866-816-7584,Public,24 hours daily,,3,,3,EV Connect,GPS,35.8370151,-78.640051,2020-04-08 0:00:00,123246,2019-04-01 0:00:00,J1772,OFFICE_BLDG,
743,Public Parking,501 1st Ave S,Conover,NC,28613,866-816-7584,Public,24 hours daily,,2,,2,EV Connect,GPS,35.7026686,-81.220209,2020-04-08 0:00:00,123247,2019-04-01 0:00:00,J1772,PARKING_LOT,
744,Bank of America - Financial Center,201 N Tryon St,Charlotte,NC,28202,980-335-3561,Public,Business hours,,4,,4,Non-Networked,200-9,35.230261,-80.839631,2020-05-06 0:00:00,123510,2019-05-01 0:00:00,J1772,BANK,
745,CROWN HONDA,3633 W Wendover Ave,Greensboro,NC,27407,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-9,36.059267,-79.869511,2020-06-17 0:00:00,123583,,J1772,,Free
746,Solice Southline,2520 South Blvd,Charlotte,NC,28203,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,1,Blink Network,GPS,35.203181,-80.6558,2020-06-17 0:00:00,123651,,J1772,,Level 2: $0.49 per kWh
747,"SHEETZ 647- Hillsborough, NC",1990 NC 86 S,Hillsborough,NC,27278,833-632-2778,Public,24 hours daily,,,3,3,Electrify America,GPS,36.057066,-79.080076,2020-06-17 0:00:00,123770,,CHADEMO J1772COMBO,,
748,Publix #1473,1830 Hendersonville Rd,Asheville,NC,28803,828-274-6287,Public,7am-10pm daily; for customer use only,,2,,2,Non-Networked,GPS,35.50344,-82.52405,2020-02-06 0:00:00,124563,2019-06-01 0:00:00,J1772,GROCERY,Free
749,"Walmart 2134 - Charlotte, NC",7735 North Tryon Street,Charlotte,NC,28262,833-632-2778,Public,24 hours daily,,,9,9,Electrify America,GPS,35.295553,-80.756552,2020-06-17 0:00:00,125139,,CHADEMO J1772COMBO,,
750,"Target 0961 - Cary, NC",2021 Walnut Street,Cary,NC,20013,833-632-2778,Public,24 hours daily,,1,3,4,Electrify America,GPS,35.758507,-78.738918,2020-06-17 0:00:00,126637,,CHADEMO J1772 J1772COMBO,,
751,Stivers Chevrolet,111 Newland Rd,Columbia,SC,29210,803-254-1431,Public,24 hours daily,,2,,2,Non-Networked,GPS,34.09404,-80.853389,2019-08-08 0:00:00,131655,2019-07-01 0:00:00,J1772,CAR_DEALER,
752,Ingles Market,140 Weaver Blvd,Weaverville,NC,28787,828-645-2902,Public,6am-12am daily,,2,,2,Non-Networked,200-9,35.702679,-82.566669,2020-05-06 0:00:00,131995,2019-06-01 0:00:00,J1772,GROCERY,Free
753,"Sam's Club 8278 - Greenville, SC",1211 Woodruff Road,Greenville,SC,29607,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,34.824787,-82.289013,2020-06-17 0:00:00,133662,,CHADEMO J1772COMBO,,
754,Wofford College,429 N Church St,Spartanburg,SC,29303,864-597-4215,Public,7am-4pm daily,,2,,2,Non-Networked,200-8,34.957327,-81.937255,2019-12-12 0:00:00,135488,2012-04-02 0:00:00,J1772,COLLEGE_CAMPUS,Free
755,Carolina Premium Outlets,1025 Outlet Center Drive,Smithfield,NC,27577,833-632-2778,Public,24 hours daily,,,4,4,Electrify America,GPS,35.508114,-78.315052,2020-06-17 0:00:00,137139,,CHADEMO J1772COMBO,,
756,ENERGY UNITED,1900 Odell Owen Rd,Lexington,NC,27295,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8035862,-80.2925331,2020-06-17 0:00:00,143144,,J1772,,Free
757,FBHDCHARGING,3950 Sycamore Dairy Rd,Fayetteville,NC,28303,888-758-4389,Public,24 hours daily,,,1,1,ChargePoint Network,GPS,35.078682,-78.95002,2020-06-17 0:00:00,143164,,J1772COMBO,,Free
758,SPEEDWAY HD,10049 Weddington Rd,Concord,NC,28027,888-758-4389,Public,24 hours daily,,,1,1,ChargePoint Network,GPS,35.364433,-80.71057,2020-06-17 0:00:00,143174,,J1772COMBO,,"Pricing is based on length of time. $0.1 per hour for the first 1 hour, and $0.2 per additional hour"
759,NORTH HILLS,201 Park at N Hills St,Raleigh,NC,27609,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.836906,-78.63726,2020-06-17 0:00:00,143180,,J1772,,Free
760,ENERGY UNITED,567 Mocksville Hwy,Statesville,NC,28625,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.809261,-80.8108757,2020-06-17 0:00:00,143211,,J1772,,Free
761,WHOLE FOODS MKT,9129 Sam Furr Rd,Huntersville,NC,28078,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-9,35.444036,-80.871658,2020-06-17 0:00:00,143294,,J1772,,Free
762,RIDING HIGH H-D,3036 NC Hwy 68,High Point,NC,27265,888-758-4389,Public,24 hours daily,,,1,1,ChargePoint Network,GPS,36.062581,-79.959277,2020-06-17 0:00:00,143311,,J1772COMBO,,Free
763,ENERGY UNITED,4626 NC-704,Madison,NC,27025,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.3793914,-79.9476053,2020-06-17 0:00:00,143340,,J1772,,Free
764,TOBACCOROADHD,1126 S Saunders St,Raleigh,NC,27603,888-758-4389,Public,24 hours daily,,,1,1,ChargePoint Network,GPS,35.764973,-78.64961,2020-06-17 0:00:00,143347,,J1772COMBO,,"$0.3 per kWh, minimum payment of $1"
765,WHOLE FOODS MKT,5000 NC-55,Cary,NC,27519,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.833866,-78.8821192,2020-06-17 0:00:00,143362,,J1772,,Free
766,WALTERBORO SBUX,1630 Bells Hwy,Walterboro,SC,29488,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,32.929059,-80.687578,2020-06-17 0:00:00,143450,,J1772,,Free
767,NOVEL MONTFORD,4701 Park Rd,Charlotte,NC,28209,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.1668,-80.849396,2020-06-17 0:00:00,143533,,J1772,,$1.5 per kWh
768,MODERN TOYOTA,1275 Southpark Blvd,Winston-Salem,NC,27127,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-8,36.045711,-80.26304,2020-06-17 0:00:00,143587,,J1772,,Free
769,PC MUSUEM,309 N Main St,Roxboro,NC,27573,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,36.39612,-78.98161,2020-06-17 0:00:00,143818,,J1772,,Free
770,WHOLE FOODS MKT,3804 Oleander Dr,Wilmington,NC,28403,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.214035,-77.9012353,2020-06-17 0:00:00,143821,,J1772,,Free
771,ENERGY UNITED,18019 Old Statesville Rd,Cornelius,NC,28031,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4570519,-80.8431955,2020-06-17 0:00:00,143869,,J1772,,Free
772,"Walmart 5320 - Greensboro, NC",121 W. Elmsley Street,Greensboro,NC,27406,833-632-2778,Public,24 hours daily,,,7,7,Electrify America,GPS,36.003147,-79.798187,2020-06-17 0:00:00,143893,,CHADEMO J1772COMBO,,
773,SD3#1,2820 Campus Ridge Rd,Matthews,NC,28105,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.105824,-80.69647,2020-06-17 0:00:00,144981,,J1772,,Free
774,BLOWING ROCK,278 Shoppes on the Parkway Rd,Blowing Rock,NC,28605,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,36.141733,-81.66983,2020-06-17 0:00:00,145085,,J1772,,Free
775,WF EV STATIONS,301 Brooks St,Wake Forest,NC,27587,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.9763855,-78.5081784,2020-06-17 0:00:00,145218,,J1772,,Free
